0007;testament;FRAN_Poilus_t-0007_01
0007;testament;FRAN_Poilus_t-0007_02
0007;testament;FRAN_Poilus_t-0007_03
0007;testament;FRAN_Poilus_t-0007_04
0007;enveloppe;FRAN_Poilus_t-0007_05
0008;testament;FRAN_Poilus_t-0008_01
0008;testament;FRAN_Poilus_t-0008_02
0008;testament;FRAN_Poilus_t-0008_03
0008;testament;FRAN_Poilus_t-0008_04
0009;testament;FRAN_Poilus_t-0009_01
0009;testament;FRAN_Poilus_t-0009_02
0009;enveloppe;FRAN_Poilus_t-0009_03
0010;testament;FRAN_Poilus_t-0010_01
0011;testament;FRAN_Poilus_t-0011_01
0012;testament;FRAN_Poilus_t-0012_01
0012;testament;FRAN_Poilus_t-0012_02
0013;testament;FRAN_Poilus_t-0013_01
0013;testament;FRAN_Poilus_t-0013_02
0013;testament;FRAN_Poilus_t-0013_03
0014;testament;FRAN_Poilus_t-0014_01
0014;testament;FRAN_Poilus_t-0014_02
0014;testament;FRAN_Poilus_t-0014_03
0015;testament;FRAN_Poilus_t-0015_01
0015;testament;FRAN_Poilus_t-0015_02
0015;testament;FRAN_Poilus_t-0015_03
0015;testament;FRAN_Poilus_t-0015_04
0015;testament;FRAN_Poilus_t-0015_05
0015;testament;FRAN_Poilus_t-0015_06
0015;testament;FRAN_Poilus_t-0015_07
0015;enveloppe;FRAN_Poilus_t-0015_08
0016;testament;FRAN_Poilus_t-0016_01
0017;testament;FRAN_Poilus_t-0017_01
0017;testament;FRAN_Poilus_t-0017_02
0017;testament;FRAN_Poilus_t-0017_03
0018;testament;FRAN_Poilus_t-0018_01
0019;testament;FRAN_Poilus_t-0019_01
0019;enveloppe;FRAN_Poilus_t-0019_02
0020;testament;FRAN_Poilus_t-0020_01
0021;testament;FRAN_Poilus_t-0021_01
0021;enveloppe;FRAN_Poilus_t-0021_02
0022;testament;FRAN_Poilus_t-0022_01
0023;testament;FRAN_Poilus_t-0023_01
0024;testament;FRAN_Poilus_t-0024_01
0025;testament;FRAN_Poilus_t-0025_01
0026;testament;FRAN_Poilus_t-0026_01
0027;testament;FRAN_Poilus_t-0027_01
0028;testament;FRAN_Poilus_t-0028_01
0029;testament;FRAN_Poilus_t-0029_01
0029;testament;FRAN_Poilus_t-0029_02
0029;enveloppe;FRAN_Poilus_t-0029_03
0030;testament;FRAN_Poilus_t-0030_01
0030;testament;FRAN_Poilus_t-0030_02
0031;testament;FRAN_Poilus_t-0031_01
0032;testament;FRAN_Poilus_t-0032_01
0033;testament;FRAN_Poilus_t-0033_01
0034;testament;FRAN_Poilus_t-0034_01
0035;testament;FRAN_Poilus_t-0035_01
